"ID","Rank1","Rank2","Rank3","Rank4","Rank5","Decision"
"SEGA.L",0.534950133961632,0.390376558196938,0.0595438865334006,0.0123185434374835,0.00281087787054657,-0.00493618945758177
"SHY",0.650316943436603,0.242518430729335,0.0831306917781404,0.0202698272362831,0.00376410681963857,-0.00540476778335986
"SLV",0.0745812818126177,0.63571665487135,0.0957345067141817,0.171230089950245,0.0227374666516062,-0.00155004502601035
"SPMV.L",1.11422723829325e-05,0.000872635958969081,0.0129725639555083,0.0891508818546011,0.896992775958539,0.00694805786738525
"TLT",0.693815030711394,0.261294575433585,0.0181266414645433,0.0231406309199358,0.00362312147054202,-0.00577182418059051
"UNH",0.00347411924070598,0.1234152814141,0.411385064525934,0.160409542377868,0.301315992441393,0.00232629970141458
"URI",0.000701673027973571,0.00608302914026085,0.0758467242941288,0.199804802309796,0.717563771227841,0.00586077016942284
"V",0.000651196215312764,0.00799282020744694,0.0339015076602392,0.187385875010391,0.77006860090661,0.00621911317219209
"VRSK",0.00251859161975127,0.0189416367254799,0.112009928719909,0.309671120245681,0.556858722689178,0.00488437469182121
"VXX",0.898844449112098,0.085734356152646,0.0107960768635573,0.00295338689443379,0.00167173097726474,-0.00693574780915678
"WRK",0.00298064979002316,0.00892615621809766,0.0749731890784903,0.130623926342366,0.782496078571023,0.00615061014116817
"XLB",0.000533618896613169,0.000867435061391986,0.00474231476395821,0.0372860668861497,0.956570564391887,0.00726132367077645
"XLC",0.728992150311071,0.200520860269007,0.0249040704466025,0.0415782249542361,0.00400469401908329,-0.00583476251047683
"XLE",0.000624488791884704,0.00527580967842892,0.0217693520010384,0.156713818342188,0.81561653118646,0.00649103533961871
"XLF",0.00352981090727214,0.0174554794261735,0.0526946891080216,0.346732296535824,0.579587724022708,0.0051436263911399
"XLI",0.000656715519158138,0.00188961377622167,0.0145267216680882,0.12671924735713,0.856207701679402,0.0067287064801541
"XLK",0.0012416531149201,0.0110804244491092,0.0592679545549328,0.256415677772905,0.671994290108133,0.00564398291075859
"XLP",0.00464598380913469,0.0718433944884288,0.409838302067368,0.402747679169216,0.110924640465852,0.00162435063662735
"XLU",0.933512918395052,0.051654904749929,0.00753771693138504,0.00656550032526883,0.000728959598365038,-0.0071086032020368
"XLV",0.00227301346609343,0.0444112704733689,0.160715214924867,0.426033811707309,0.366566689428362,0.00368625892280186
"XLY",0.000130229771620207,0.00260295540211193,0.0200278379316876,0.126277620121894,0.850961356772686,0.00669042011430745
"XOM",0.00305310526959435,0.0115264854253179,0.0411794385693362,0.270642443649783,0.673598527085969,0.00567688055918397
